,open_rel,high_rel,low_rel,close_rel,open,high,low,close,daisy_chained_open_rel,daisy_chained_high_rel,daisy_chained_low_rel,daisy_chained_close_rel,daisy_chained_open,daisy_chained_high,daisy_chained_low,daisy_chained_close
2022-12-20,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3829.874838718027,3851.741440947891,3796.145342437123,3816.15137270315,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3825.9062849734573,3847.750228816346,3792.211739526302,3812.19703934821
2022-12-21,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3886.817571992387,3909.0092877444486,3852.586584202991,3872.89006493236,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3827.559104423468,3849.4124850095905,3793.8500026866586,3813.8439363040125
2022-12-22,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3830.646501946138,3852.5175099734693,3796.9102096697825,3816.9202708554994,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3829.211923873478,3851.0747412028345,3795.488265847014,3815.4908332598143
2022-12-23,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3853.124951565003,3875.1242999003753,3819.19069282375,3839.3181741765343,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3830.8647433234887,3852.736997396079,3797.1265290073707,3817.1377302156166
2022-12-27,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3837.52131979658,3859.4315794740746,3803.7244813789316,3823.770454394612,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3832.517562773499,3854.399253589323,3798.7647921677262,3818.7846271714184
2022-12-28,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3791.3918933161367,3813.038777854125,3758.0013142109815,3777.8063219885835,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3834.1703822235095,3856.061509782568,3800.4030553280827,3820.4315241272207
2022-12-29,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3857.5945853278267,3879.61945295762,3823.6209627687654,3843.7717920459863,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3835.826771823872,3857.7273565098744,3802.044857196674,3822.081978440571
2022-12-30,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3847.7934601707825,3869.7623684509263,3813.90615557992,3834.0057869421203,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3837.4831614242353,3859.3932032371813,3803.6866590652658,3823.7324327539222
2023-01-03,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3832.4002820100263,3854.2813032134195,3798.648544289463,3818.667766656293,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3839.139551024598,3861.0590499644877,3805.328460933857,3825.382887067273
2023-01-04,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3861.2925558625393,3883.3385369892862,3827.286365481121,3847.4565117630887,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3840.795940624961,3862.724896691795,3806.970262802449,3827.0333413806243
2023-01-05,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3816.325635024445,3838.114878316961,3782.7154658325026,3802.6507194307296,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3842.4523302253237,3864.3907434191015,3808.61206467104,3828.683795693975
2023-01-06,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3903.493514999873,3925.7804417517473,3869.115663100986,3889.5062535753386,1.0021600365075616,1.007881851400163,0.9933340683890923,0.9985690290251648,3844.112297687694,3866.060188436155,3810.257412891606,3830.3378150488966
